brand,model,firmware,option,exe_can_1,exe_can_2,exe_can_3,exe_lin,read_can_1,read_can_2,read_can_3,read_lin,explanation
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN: twisted pair cable CanHigh - orange-green, CanLow - orange-brown"
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Model code,,,,,,,,,1133
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,CAN Block,,,,,,,,,No
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Rear left door,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Rear right door,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,Operates when the ignition is switched on
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,In liters
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Interior temperature,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Outside temperature,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Central lock,+,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Automatic start via original remote,-,-,-,-,+,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Code immobilizer,-,-,-,-,+,-,-,-,"On the driver door: all windows regulator buttons up. On the steering wheel: ""right scroller push"", «ОК», Left, Right, Up, Down. button on the cruise control lever or push cruise control lever away from you."
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,VALET button by CAN,-,-,-,-,+,-,-,-,Driver's window regulator up button
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,R8 II +re. (4S) (2015-2020 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Model code,,,,,,,,,1122
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,CAN Block,,,,,,,,,No
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,The trunk can be open via CAN only if original security system is not armed.
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,"Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same."
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,Operates when the ignition is switched on
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,Fuel level is displayed in liters
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Interior temperature,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Outside temperature,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,only arming of original security system
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Turn off ACC,+,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Automatic start via original remote,-,-,-,-,+,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Code immobilizer,-,-,-,-,+,-,-,-,"On the driver door: window regulator (driver, passenger, rear left, rear right) up buttons. On the steering wheel: OK, left joystick - key, left/right/up/down arrows. Button on the cruise control handle or pushing cruise control handle."
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,S7 I re. (4G) (2014-2018 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN1: twisted pair cable (for example: harness from the driver's door) - orange-green - CANHigh, orange-brown - CANLow.
Warning! Only arming the original security is available if the ""control over original security system"" is enabled.
Light signalization appears as sequential lighting of parking lights on right and left side of the vehicle. If the ignition is on when the operation is performed, light signalization will be the same"
BAIC,Beijing BJ40 I re. (2023 г.),null,Model code,,,,,,,,,3324
BAIC,Beijing BJ40 I re. (2023 г.),null,CAN Block,,,,,,,,,No
BAIC,Beijing BJ40 I re. (2023 г.),null,Immobilizer bypass,,,,,,,,,Yes
BAIC,Beijing BJ40 I re. (2023 г.),null,Alarms with immobilizer bypass support,,,,,,,,,
BAIC,Beijing BJ40 I re. (2023 г.),null,Tooltip for immobilizer bypass support,,,,,,,,,
BAIC,Beijing BJ40 I re. (2023 г.),null,Driver door,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Passenger door,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Rear left door,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Rear right door,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Sunroof,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Front hood,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Trunk,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Ignition,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Brake,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Marker lights,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Neutral,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Tachometer,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,"""Slave"" function",-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Factory alarm triggering,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Fuel level,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Interior temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Engine temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Outside temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Central lock,+,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Windows closing at arming,+,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Side mirrors,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Turn lights,+,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Headlights,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Vehicle security system,+,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Step-by-step disarming,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Turn off ACC,+,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Engine start via CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Heating,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Light track,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Horn,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Additional function,+,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Speed,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Automatic start via original remote,-,-,-,-,+,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Keyless access block,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Code immobilizer,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Command before autostart,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,VALET button by CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Mileage,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Seats heating,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Seats ventilation,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Windows and side mirrors heating,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Steering wheel heating,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Air conditioner (max AC),-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Climate,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Defroster,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Temperature adjustment,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Comfort function (close windows),-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Cabin ventilation,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,High Voltage Battery heating,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,CAN command 1,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,CAN command 2,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Distance to empty,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Washer fluid level,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Power windows position,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Battery charger connector status,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Fast charging,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Slow charging,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,"""Ready"" status",-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,SOH,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,SOC,-,-,-,-,-,-,-,-,
BAIC,Beijing BJ40 I re. (2023 г.),null,HV battery temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Model code,,,,,,,,,3317
BAIC,Beijing U5 PLUS I (2023 г.),null,CAN Block,,,,,,,,,No
BAIC,Beijing U5 PLUS I (2023 г.),null,Immobilizer bypass,,,,,,,,,Yes
BAIC,Beijing U5 PLUS I (2023 г.),null,Alarms with immobilizer bypass support,,,,,,,,,
BAIC,Beijing U5 PLUS I (2023 г.),null,Tooltip for immobilizer bypass support,,,,,,,,,
BAIC,Beijing U5 PLUS I (2023 г.),null,Driver door,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Passenger door,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Rear left door,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Rear right door,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Sunroof,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Front hood,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Trunk,+,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Ignition,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Brake,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Marker lights,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Neutral,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Tachometer,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,"""Slave"" function",-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Factory alarm triggering,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Fuel level,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Interior temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Engine temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Outside temperature,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Central lock,-,-,-,-,+,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Windows closing at arming,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Side mirrors,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Turn lights,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Headlights,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Vehicle security system,+,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Step-by-step disarming,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Turn off ACC,+,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Engine start via CAN,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Heating,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Light track,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Horn,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Additional function,+,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Speed,-,-,-,-,-,-,-,-,
BAIC,Beijing U5 PLUS I (2023 г.),null,Automatic start via original remote,-,-,-,-,+,-,-,-,
